RAh,RAm,RAs,DE-,DEd,DEm,ESO,ID,GLON,GLAT,X,Y,MajAxis,u_MajAxis,MinAxis,u_MinAxis,PA,u_PA,MType,Class,Desc,FlagN,FlagM,FlagRC,FlagV,FlagA,Bmag,e_Bmag,apBmag,r_Bmag,B-V,U-B,r_B-V,RV,e_RV,r_RV
1,15,7,-,36,2.8,352- G  34,--,271.95,-79.73,35.5,-54.3,14,--,12,--,--,:,3,Sb,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,9,-,51,11.7,196- G   1,--,293.02,-65.7,-124.1,-63.6,10,--,4,--,134,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,15,-,61,43.7,113- G  33,--,297.53,-55.39,-1.2,-95.3,15,:,3,--,176,--,1,Sa:,"Disturbed, in cl",*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,16,-,59,10.4,113- G  34,N 466,296.67,-57.9,-0.6,40.9,20,:,16,:,103,:,0,SO-a,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,16,-,79,18.6,13- G  14,--,301.46,-38.01,-37.9,38.4,14,:,14,:,--,:,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,28,-,52,34.9,151- G  39,--,293.7,-64.34,77.6,131.1,10,--,4,--,73,--,3,Sb:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,32,-,33,25.1,352- G  35,--,261.08,-81.7,41.4,85.7,11,--,2,--,17,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,34,-,36,34.5,352- G  36,--,273.16,-79.24,40.0,-82.6,10,--,4,--,0,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,48,-,36,46.1,352- G  37,--,273.52,-79.05,42.3,-92.9,4,--,3,--,--,:,--,N,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,52,-,30,11.0,412- G  24,--,239.89,-83.49,76.3,-3.0,12,--,4,--,49,--,0,SO-a,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,53,-,42,7.0,296- G   8,--,284.29,-74.29,-15.3,-116.3,12,--,10,--,32,:,5,S...,P w G 09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,55,-,31,2.2,412- G  25,--,246.37,-83.09,76.1,-48.5,10,--,4,--,13,--,7,S.../Irr,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,15,56,-,44,43.6,244- G  12,Ag-5,287.48,-71.85,-81.3,19.5,15,--,10,--,177,--,5,S...,"Pec centre, or S comp?",*,--,--,--,--,14.4,0.5,--,80,--,--,--,6770,70,82
1,16,0,-,46,30.3,244-IG  13,--,289.21,-70.17,-78.2,-75.3,5,--,4,--,--,:,--,S...,"Pec, loop; S comp 0.6 s",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,2,-,37,22.0,352- G  38,--,274.97,-78.52,44.4,-124.8,13,--,7,--,110,--,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,11,-,42,5.6,296- G   9,--,284.07,-74.3,-12.3,-115.0,12,--,11,--,--,:,5,S...,"vF env, p w G 08",--,--,--,--,--,15.2,0.3,--,80,--,--,--,--,--,--
1,16,19,-,19,53.4,542- G   3,MCG-3-4-42,164.22,-80.23,-98.9,11.8,10,--,6,--,58,--,0,SO-a(r),--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,22,-,24,12.5,475- G  16,MCG-4-4-3,187.13,-83.07,125.0,49.8,10,--,7,--,57,--,3,Sb?,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,25,-,41,42.3,296- G  10,--,283.35,-74.63,-10.1,-94.4,10,:,2,:,73,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,28,-,34,36.8,352- G  39,--,265.51,-80.7,50.9,21.9,10,--,2,--,66,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,36,-,43,14.0,244- G  14,--,285.36,-73.21,-77.0,99.3,10,:,1,--,12,--,0,SO-a,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,44,-,36,11.3,352- G  40,--,270.94,-79.43,52.6,-62.1,12,--,10,--,--,:,4,Sb-c,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,44,-,58,59.6,113- G  35,--,296.25,-58.04,9.5,50.4,12,:,10,:,90,:,1,SBa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,45,-,53,33.3,151- G  40,--,293.8,-63.35,86.0,78.9,27,:,17,:,19,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,49,-,34,22.0,352- G  41,--,264.15,-80.83,54.9,35.0,27,--,15,--,17,--,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,52,-,37,4.2,352-IG  42,--,273.45,-78.68,53.5,-109.1,4,--,4,--,--,:,--,...,"Peculiar, star superimp?",*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,16,52,-,72,15.9,51-SC  27,Li-100,300.01,-44.97,99.0,-122.7,--,--,--,--,--,--,--,OC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,5,-,21,2.3,542- G   4,MCG-4-4-4,169.67,-80.98,-88.8,-49.3,16,--,12,--,177,--,8,Sd?,F,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,7,-,34,47.5,352- G  43,--,265.61,-80.47,57.9,12.3,10,--,6,--,74,--,5,S...,F,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,12,-,26,44.7,476- G   1,--,208.65,-83.69,-128.4,-95.0,14,--,4,--,55,--,6,Sc:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,13,-,51,13.6,196- G   2,I 1674 ?,292.28,-65.58,-106.9,-64.4,10,:,8,:,28,--,3,Sb,--,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,22,-,33,22.0,352- G  44,--,259.03,-81.46,61.8,88.2,14,--,2,--,0,--,-2,SO:,"Abs lane, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,23,-,52,2.6,196- G   3,--,292.72,-64.79,-103.4,-107.8,11,:,9,:,54,:,-2,SBO(r),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,32,-,43,48.0,244- G  15,--,285.54,-72.62,-67.2,69.2,10,:,8,:,68,--,-2,SO(r),P w G 16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,33,-,43,50.0,244- G  16,--,285.57,-72.59,-67.1,67.4,10,:,6,:,165,--,-2,SO,"S comp 0.7 s, p w G15",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,36,-,76,15.8,29- G  41,--,300.76,-41.01,36.1,-62.9,10,--,4,--,152,--,3,Sb:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,37,-,34,31.1,352-IG  45,--,264.03,-80.61,63.6,26.8,15,:,8,:,144,:,--,Sa + Sa,"Interaction, bridge; in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,38,-,58,47.2,113- G  36,N 484,295.96,-58.22,15.8,61.4,20,:,15,:,94,--,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,5200,70,39
1,17,42,-,23,18.8,476- G   2,--,182.36,-82.34,-125.8,88.0,11,:,7,:,43,:,4,Sb-c,"B star 0.5 sf, L in group",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,43,-,41,29.9,296-IG  11,Ag-6,282.19,-74.72,2.8,-83.3,12,:,10,:,--,:,--,Double system,intersecting,*,--,--,--,--,14.51,--,88,99,--,--,--,5572,70,82
1,17,45,-,22,38.4,476-IG   3,N 478,178.41,-81.94,-125.9,123.9,8,--,7,--,--,:,--,...,"Distorted, sev S comps",--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,17,46,-,34,9.8,352- G  46,N 491 A,262.37,-80.84,65.6,45.7,23,--,10,--,102,--,4,Sb-c,In cluster,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--
1,17,50,-,18,26.8,542- G   5,MCG-3-4-50,161.03,-78.86,-80.6,88.9,6,--,4,--,--,:,--,...,S cond in ecc ring,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,2,-,41,8.1,296- G  12,--,281.39,-75.03,6.0,-64.0,12,--,4,--,176,--,1,Sa,In G 13 group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,6,-,41,13.6,296- G  13,N 482,281.5,-74.94,6.7,-68.9,25,:,6,--,84,--,1,Sa:,"Abs lane, L in group",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,7,-,60,8.2,113- G  37,--,296.37,-56.89,18.1,-10.6,11,--,4,--,160,--,3,Sb,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,8,-,44,23.4,244- G  17,--,285.92,-72.03,-60.8,37.9,14,:,12,:,20,:,1,SB(r)a,"Disturbed, L in group",--,--,--,--,--,13.2,0.5,--,80,--,--,--,--,--,--
1,18,9,-,17,36.2,542- G   6,MCG-3-4-51,158.97,-78.12,-76.8,134.0,16,:,9,:,179,--,-2,SO,In group w IG 07,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,9,-,17,39.0,542-IG   7,MCG-3-4-52,159.1,-78.16,-76.8,131.5,12,:,4,--,85,--,--,S...,Interacting w G 06,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,9,-,17,39.5,542-IG   8,MCG-3-4-53,159.11,-78.17,-76.9,131.0,14,:,7,:,143,--,--,S...,Interacting w IG 07,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,10,-,47,47.6,196- G   4,--,289.34,-68.83,-106.3,118.9,11,--,2,--,179,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,16,-,34,23.0,352- G  47,--,262.88,-80.62,70.8,33.9,16,--,11,--,73,--,5,SB...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,18,-,46,55.5,244-IG  18,--,288.5,-69.64,-56.5,-97.1,5,--,2,--,132,--,--,...,"Pec, B, plume or S comp?",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,23,-,58,23.4,113-IG  38,--,295.61,-58.59,21.2,82.0,6,:,3,:,--,:,--,Triple system,Interaction,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,38,-,36,35.1,352- G  48,--,270.53,-78.88,72.7,-83.5,10,--,3,--,166,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,41,-,62,24.1,113- G  39,--,297.06,-54.66,19.8,-131.4,10,:,6,:,32,--,0,SO-a,"eF env, in cl",--,--,--,--,--,14.9,0.3,--,80,--,--,--,--,--,--
1,18,43,-,43,24.6,244- G  19,--,284.37,-72.9,-56.2,90.3,4,--,4,--,--,:,--,...,"B centre, S comp 0.6 sp",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,45,-,26,59.3,476- G   4,MCG-5-4-31,211.15,-83.37,-109.7,-107.7,24,:,8,:,114,--,-2,SO,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,45,-,61,35.1,113- G  40,--,296.76,-55.45,21.0,-87.9,11,:,10,:,--,:,1,SB(r)a,--,--,--,--,--,--,15.7,0.5,--,80,--,--,--,--,--,--
1,18,47,-,36,22.8,352- G  49,--,269.76,-79.03,74.7,-72.6,18,--,7,--,151,--,3,Sb,In foreground of S group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,50,-,35,27.7,352- G  50,--,266.6,-79.74,76.0,-23.7,18,--,3,--,145,--,4,Sb-c,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,54,-,23,3.8,476- G   5,MCG-4-4-6,181.96,-81.97,-111.5,101.6,26,--,8,--,10,--,3,Sb,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,56,-,36,44.1,352- G  51,--,270.73,-78.72,75.9,-91.6,12,:,8,:,50,:,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,18,57,-,35,28.5,352- G  52,--,266.55,-79.71,77.3,-24.4,10,--,8,--,--,:,5,S...,"F, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,2,-,34,19.5,352- G  53,N 491,261.93,-80.55,79.4,36.8,15,--,11,--,93,--,3,Sb,In cluster,--,--,2,--,--,13.17,--,--,3,--,--,--,3899,75,3
1,19,5,-,54,47.6,151- G  41,--,293.73,-62.06,101.4,12.1,15,--,6,--,32,--,5,S...,Dif env,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,10,-,30,12.3,412- G  26,--,237.78,-82.82,114.2,-5.0,11,--,2,--,88,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,13,-,36,48.3,352- G  54,--,270.72,-78.63,78.8,-95.4,16,--,2,--,129,--,4,Sb-c:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,14,-,18,4.8,542- G   9,MCG-3-4-55,161.33,-78.37,-62.9,108.7,16,:,2,--,164,--,6,Sc:,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,14,-,33,25.1,352- G  55,--,257.57,-81.13,82.6,85.2,12,--,9,--,--,:,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,22,-,40,10.3,296- G  14,--,278.75,-75.77,19.6,-12.7,11,--,4,--,59,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,37,-,42,40.7,244- G  20,--,282.82,-73.5,-48.1,129.4,10,:,10,:,--,:,6,Sc?,"B spiral, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,37,-,61,38.2,113- G  41,--,296.6,-55.38,26.5,-90.7,18,--,8,--,6,:,6,Sc,"Open arms, p w G 42",--,--,--,--,--,15.24,--,88,99,--,--,--,--,--,--
1,19,38,-,44,19.1,244- G  21,--,285.03,-72.0,-46.7,42.0,15,:,10,:,173,--,4,Sb-c,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,39,-,61,36.9,113- G  42,--,296.59,-55.4,26.7,-89.6,5,:,5,:,--,:,--,N,P w G 41,--,--,--,--,--,15.64,--,88,99,--,--,--,--,--,--
1,19,39,-,62,1.5,113-IG  43,--,296.74,-55.0,26.2,-111.4,11,--,4,--,38,--,--,...,"B bar, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,40,-,34,24.3,352- G  56,--,261.71,-80.4,86.3,32.4,11,--,5,--,53,--,3,Sb,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,19,44,-,34,27.5,352- G  57,--,261.88,-80.35,86.9,29.6,16,--,4,--,12,--,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,6,-,36,52.3,352- G  58,--,270.2,-78.47,88.1,-99.1,15,--,3,--,12,--,3,Sb:,"S comp 0.5 sp, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,13,-,30,14.6,412- G  27,MCG-5-4-32,237.44,-82.6,126.1,-7.3,21,:,2,--,53,--,3,Sb,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,25,-,34,54.9,352- G  59,--,263.16,-79.92,93.9,5.0,10,--,7,--,83,--,3,Sb,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,27,-,36,50.4,352- G  60,--,269.83,-78.46,91.8,-97.5,11,--,2,--,42,--,4,Sb-c,"B star 1.2 s, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,34,-,39,2.7,296- G  15,--,275.54,-76.63,32.4,47.3,11,:,3,--,96,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,35,-,31,2.8,413- G   1,MCG-5-4-33,242.77,-82.21,-127.6,-53.3,11,--,3,--,153,--,1,Sa,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,38,-,57,49.8,113- G  44,--,294.81,-59.07,37.7,112.0,10,:,7,:,59,:,--,...,Starlike object 0.4 sp,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,40,-,42,49.5,244- G  22,--,282.43,-73.29,-37.7,121.7,13,:,8,:,174,:,-2,SO,"S comp 0.4 sp, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,48,-,35,14.8,352- G  61,--,264.13,-79.63,97.6,-12.7,13,--,10,--,18,:,3,Sb,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,49,-,34,59.8,352- G  62,--,263.18,-79.81,98.2,0.6,19,--,2,--,53,--,3,Sb:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,51,-,43,23.3,244- G  23,--,283.13,-72.77,-35.5,91.8,20,:,3,--,150,--,1,Sa,"Abs lane, S comp 0.3 sf",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,53,-,44,10.5,244- G  24,--,284.18,-72.04,-34.8,49.8,10,--,9,--,70,:,5,S(r?)...,eF env,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,55,-,46,2.5,244- G  25,--,286.38,-70.32,-33.3,-49.7,13,:,2,--,50,--,5,S...,s comp 1.0 np,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,20,56,-,33,6.1,352- G  63,--,254.54,-81.06,101.8,101.6,17,--,8,--,126,--,3,Sb,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,14,-,55,52.6,151-IG  42,--,293.68,-60.94,114.7,-46.4,12,:,3,:,38,:,--,Double system,"Bridge, tails",--,--,--,--,--,15.2,0.7,--,80,--,--,--,--,--,--
1,21,17,-,35,11.8,352- G  64,--,263.54,-79.6,103.1,-10.2,14,--,3,--,63,--,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,30,-,28,3.0,413- G   2,MCG-5-4-35,220.04,-82.78,-120.7,106.8,11,--,8,--,169,--,1,Sa,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,32,-,56,56.9,151- G  43,--,294.15,-59.89,113.7,-103.6,15,--,10,--,62,--,3,Sb,--,--,--,--,--,--,14.0,0.7,--,80,--,--,--,--,--,--
1,21,33,-,34,33.8,352- G  65,--,260.79,-80.01,106.7,23.6,14,--,10,--,--,:,--,Dwarf irr,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,38,-,35,19.7,352-IG  66,N 526,263.75,-79.45,106.7,-17.3,17,:,9,:,112,:,--,Double system,"Interaction, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,38,-,41,7.8,296-IG  16,--,279.07,-74.72,42.1,-64.0,6,--,1,--,--,:,--,...,"vF streamer, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,39,-,34,3.8,352- G  67,--,258.55,-80.33,108.6,50.2,4,--,3,--,--,:,--,N,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,40,-,38,16.3,296-IG  17,--,272.89,-77.16,44.2,88.5,8,--,2,--,5,--,--,Sb:,interacting w S comp f,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,41,-,35,22.6,352- G  68,N 527,263.9,-79.41,107.1,-19.8,21,--,5,--,14,--,1,Sa,"S comp 0.9 sf, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,41,-,41,8.4,296-IG  18,--,279.05,-74.71,42.7,-64.5,7,--,4,--,126,:,--,...,"vF jet tow IG 16, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,21,51,-,59,3.9,113-IG  45,--,295.07,-57.83,44.6,46.0,12,:,8,:,111,:,--,S...,--,*,--,--,--,--,13.59,--,62,73,--,--,--,14095,20,73
1,21,57,-,34,59.2,352- G  69,--,262.19,-79.65,110.5,0.8,20,--,16,--,--,:,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,1,-,37,35.7,296- G  19,--,270.81,-77.67,48.4,124.5,12,--,8,--,98,--,6,Sc,Distant cl in background,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,3,-,81,41.2,13- G  15,--,301.54,-35.62,-17.1,-87.4,10,--,4,--,2,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,5,-,34,1.5,352- G  70,--,258.02,-80.29,113.4,52.1,12,--,2,--,173,--,6,SBc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,10,-,75,37.4,29- G  42,--,300.26,-41.6,52.9,-29.7,16,--,9,--,40,--,6,Sc:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,16,-,33,26.0,352- G  71,--,255.12,-80.63,116.3,83.5,20,--,10,--,168,--,3,Sb,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,20,-,44,50.0,244- G  26,--,284.26,-71.34,-20.6,14.8,10,:,5,:,59,--,10,Irr,In cluster,--,--,--,--,--,14.9,0.7,--,80,--,--,--,--,--,--
1,22,22,-,32,24.7,413- G   3,--,249.76,-81.21,-105.8,-125.6,10,--,10,--,--,:,5,S...,F,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,23,-,39,3.4,296- G  20,--,274.29,-76.43,51.2,46.5,10,:,2,--,74,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,30,-,38,23.3,296- G  21,N 534,272.59,-76.97,52.7,82.2,11,:,9,:,142,:,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,31,-,32,1.0,413- G   4,MCG-5-4-36,247.41,-81.38,-104.4,-104.5,25,:,20,:,32,--,6,Sc,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,40,-,55,58.4,152-IG   1,--,293.34,-60.79,-118.5,-48.0,7,:,4,:,--,:,--,Triple system,Connected,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,52,-,38,16.0,296- G  22,--,272.01,-77.03,56.7,88.6,5,--,4,--,--,:,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,53,-,25,27.0,476- G   6,--,200.5,-82.17,-61.4,-25.1,12,--,4,--,114,--,5,S...,F,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,53,-,39,18.6,296- G  23,--,274.54,-76.16,56.0,32.9,10,--,4,--,174,--,3,Sb:,In cluster,--,--,--,--,--,16.8,0.3,--,80,--,--,--,--,--,--
1,22,56,-,18,25.4,542- G  10,N 539,165.78,-78.11,-16.1,90.5,20,:,17,:,--,:,6,Sc,--,--,1,--,--,--,13.87,0.15,--,90,--,--,--,9657,25,2
1,22,56,-,36,4.6,352- G  72,--,265.42,-78.73,119.6,-57.6,14,--,2,--,175,--,3,Sb:,S comp 0.7 f,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,57,-,33,40.1,352- G  73,--,255.71,-80.38,123.4,70.8,10,--,5,--,158,--,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,22,57,-,38,21.2,296- G  24,N 544,272.17,-76.95,57.5,83.9,12,:,9,:,--,:,-2,SO,"P w G 25, in cl",--,--,--,--,--,15.1,0.3,--,80,--,--,--,--,--,--
1,22,58,-,38,19.7,296- G  25,N 546,272.1,-76.96,57.7,85.3,18,--,7,--,35,--,3,Sb,"long arm, p w G  24",*,--,--,--,--,14.8,0.3,--,80,--,--,--,--,--,--
1,23,0,-,20,28.9,542- G  11,--,173.11,-79.6,-15.2,-19.3,10,:,7,:,61,:,5,S...,S comp nf at tip of arm,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,1,-,34,54.7,352- G  74,--,261.04,-79.55,122.3,4.5,11,--,2,--,38,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,7,-,23,57.9,476- G   7,--,190.82,-81.58,-59.2,54.2,10,:,5,:,12,:,1,"Spiral, or multiple system",3 conds,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,12,-,58,1.0,113- G  46,--,294.26,-58.8,55.5,101.5,10,:,4,:,174,--,--,...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,14,-,38,31.6,296- G  26,"N 549, 15' off",272.42,-76.77,60.3,74.7,25,:,6,--,68,--,3,Sb:,"N 1.2 sf, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,18,-,30,37.5,413- G   5,MCG-5-4-38,238.31,-81.84,-97.1,-30.1,10,:,7,:,165,--,-5,E,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,22,-,68,52.7,52-IG   1,Se 10/2,298.37,-48.21,-99.9,60.6,26,:,22,:,--,:,--,"Compact group of E, SO",--,*,--,--,--,--,--,--,--,--,--,--,--,11100,600,2D
1,23,23,-,41,43.5,296- G  27,--,279.06,-74.04,59.2,-95.9,5,--,3,--,87,--,--,N,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,26,-,37,18.9,352- G  75,--,268.98,-77.72,122.9,-123.7,13,--,3,--,165,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,33,-,34,45.0,352- G  76,--,259.98,-79.58,128.4,12.9,17,:,15,:,--,:,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,34,-,71,26.6,52-SC   2,I 1708,299.08,-45.69,-88.0,-75.6,--,--,--,--,--,--,--,OC,In SMC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,35,-,39,21.9,296- G  28,--,274.19,-76.04,63.3,29.9,12,--,7,--,8,--,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,23,36,-,37,35.6,296- G  29,--,269.66,-77.48,64.9,124.4,10,:,9,:,100,:,-2,SO,"2 S comps 0.2 p, 0.3 f",*,--,--,--,--,--,--,--,--,--,--,--,9441,170,73
1,24,1,-,68,10.5,52- G   3,--,298.06,-48.89,-99.7,98.3,13,--,2,--,26,--,6,Sc:,L in group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,24,10,-,23,29.1,476- G   8,MCG-4-4-9,188.7,-81.15,-46.6,79.9,30,:,28,:,--,:,4,Sb-c,Sev S comps,--,1,--,--,--,--,--,--,--,--,--,--,5574,23,47
1,24,15,-,24,16.0,476- G   9,--,193.41,-81.47,-45.4,38.2,12,--,4,--,108,--,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,24,16,-,52,54.8,152- G   2,--,290.97,-63.66,-114.8,115.6,17,:,14,:,163,:,5,S...,eF ring,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,24,20,-,25,34.4,476- G  10,MCG-4-4-11,201.99,-81.89,-43.9,-31.4,18,--,7,--,25,--,5,SB...,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
1,24,35,-,42,47.6,244- G  27,--,280.17,-73.0,0.6,123.7,11,:,3,--,137,--,4,Sb-c,Sev s comps,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1,24,39,-,36,48.9,353- G   1,--,266.57,-77.95,-121.7,-104.9,10,--,3,--,101,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
