RFGC,FGC(E),m_FGC(E),PGC,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s,GLON,GLAT,PA,---,aO,bO,aE,bE,Btot,AB,MType,As,SB,N,Notes
847,400,E,--,4,27,15.4,-,37,54,43,4,25,29.5,-,38,1,21,240.65,-43.9,142,847,0.77,0.09,0.87,0.11,16.8,0.09,bc,0,II,0,--
848,402,E,--,4,28,0.7,-,45,36,54,4,26,29.8,-,45,43,29,251.32,-43.67,125,848,0.87,0.07,0.65,0.09,17.3,0.06,c,0,III,0,Very faint curved ends
849,403,E,15184,4,28,12.3,-,41,41,6,4,26,33.3,-,41,47,40,245.89,-43.8,10,849,1.11,0.09,1.06,0.1,16.5,0.11,d,0,II,0,Knots. Curved N end
850,485,--,15181,4,28,14.4,+,1,3,12,4,25,39.6,+,0,56,36,193.69,-30.81,32,850,1.42,0.16,1.46,0.18,16.1,0.54,d,0,IV,1,Compan. at 1.0 S
--,407,E,--,4,28,21.6,-,66,37,6,4,28,10.6,-,66,43,36,278.57,-38.68,12,--,0.57,0.08,0.61,0.09,17.3,0.17,cd,0,III,1,--
851,406,E,--,4,28,43.9,-,56,33,7,4,27,43.5,-,56,39,38,266.02,-41.8,64,851,0.65,0.08,0.67,0.1,17.2,0.05,d,0,III,0,--
852,486,--,--,4,28,59.4,-,9,6,49,4,26,35.6,-,9,13,21,204.35,-35.73,17,852,1.33,0.15,1.15,0.12,16.2,0.53,c,0,III,2,Sharp red nucleus
853,404,E,--,4,29,2.2,-,31,52,1,4,27,6.7,-,31,58,33,232.43,-42.9,117,853,0.63,0.09,0.57,0.09,17.1,0.08,bc,0,II,0,Round nucleus
854,488,--,--,4,29,19.9,-,14,43,59,4,27,2.4,-,14,50,30,210.76,-38.03,161,854,1.23,0.11,1.19,0.12,16.4,0.62,cd,1,III,0,Arched.Compact interact.compan.
855,487,--,15259,4,29,21.8,-,4,45,35,4,26,53.3,-,4,52,6,199.74,-33.58,95,855,2.12,0.2,2.13,0.22,15.3,0.17,c,1,II,2,Curved
856,405,E,15273,4,29,28.4,-,36,42,28,4,27,40.7,-,36,48,57,239.03,-43.38,34,856,1.01,0.13,1.16,0.17,16.0,0.09,dm,0,I,1,In pair. Neighbour at 2.5S
857,409,E,--,4,29,53.3,-,42,43,41,4,28,16.5,-,42,50,8,247.32,-43.47,69,857,0.7,0.08,0.89,0.09,17.0,0.09,c,0,III,0,--
858,410,E,15318,4,30,9.0,-,42,40,57,4,28,32.3,-,42,47,23,247.26,-43.42,0,858,1.65,0.16,1.45,0.17,15.8,0.09,b,0,II,1,Round nucleus
859,408,E,15320,4,30,12.0,-,28,17,38,4,28,11.5,-,28,24,5,227.73,-42.0,47,859,1.01,0.13,0.87,0.12,16.4,0.13,ab,1,II,2,--
860,1951,--,15599,4,30,18.5,+,88,46,16,3,44,16.1,+,88,38,21,124.05,26.41,109,860,1.1,0.13,1.08,0.13,16.3,1.7,cd,0,III,0,--
861,489,--,--,4,30,36.8,+,0,7,57,4,28,3.0,+,0,1,31,194.97,-30.8,19,861,1.03,0.11,0.76,0.11,16.7,0.24,d,1,III,1,The nearest compan.is FGC490
862,490,--,--,4,30,37.1,+,0,14,59,4,28,3.2,+,0,8,33,194.85,-30.74,24,862,0.9,0.09,0.78,0.09,16.8,0.27,c,0,II,1,The nearest compan.is FGC489
863,411,E,15344,4,30,48.7,-,21,54,54,4,28,39.8,-,22,1,19,219.59,-40.21,107,863,1.16,0.09,1.08,0.11,16.5,0.15,c,0,II,1,--
864,414,E,15370,4,31,11.3,-,71,6,44,4,31,39.0,-,71,13,1,283.65,-36.65,29,864,0.74,0.08,0.73,0.1,17.0,0.54,c,0,II,1,In pair.Neighbour 0.1 at 3.0E
865,412,E,--,4,32,9.1,-,29,27,7,4,30,10.4,-,29,33,26,229.37,-41.82,61,865,0.92,0.09,0.87,0.11,16.7,0.11,c,0,II,2,Round nucl.and v. thin disk
866,413,E,--,4,32,11.8,-,59,15,22,4,31,22.3,-,59,21,38,269.34,-40.66,137,866,0.66,0.09,0.6,0.11,17.2,0.08,c,0,III,1,--
867,491,--,15495,4,33,1.0,-,4,11,19,4,30,31.8,-,4,17,35,199.68,-32.51,106,867,1.84,0.2,1.85,0.2,15.5,0.19,cd,1,III,4,Spiral 1.2 at 3.0E
--,415,E,--,4,33,55.9,-,20,13,26,4,31,45.1,-,20,19,39,217.81,-38.99,54,--,0.55,0.05,0.48,0.07,17.8,0.17,d,0,III,2,--
868,492,--,--,4,34,5.8,+,1,24,37,4,31,30.5,+,1,18,25,194.26,-29.38,45,868,0.92,0.09,0.73,0.09,16.9,0.33,d,0,III,0,--
869,494,--,--,4,35,21.9,-,8,56,19,4,32,58.0,-,9,2,25,205.02,-34.24,19,869,0.93,0.09,0.9,0.1,16.7,0.6,d,0,II,0,--
870,417,E,15615,4,36,10.2,-,47,35,5,4,34,44.8,-,47,41,6,253.86,-42.12,133,870,1.45,0.17,1.06,0.13,16.0,0.04,b,0,II,1,Br. buldge and v.f. disk
871,416,E,15621,4,36,20.6,-,37,47,20,4,34,35.3,-,37,53,22,240.64,-42.1,47,871,0.95,0.09,0.97,0.11,16.6,0.07,cd,1,II,0,Slightly curved
872,495,--,--,4,37,31.2,-,3,6,14,4,35,0.9,-,3,12,13,199.24,-30.99,78,872,1.46,0.18,1.46,0.16,15.8,0.24,d,1,III,2,--
873,419,E,--,4,37,39.4,-,39,34,26,4,35,57.3,-,39,40,22,243.06,-41.96,106,873,0.73,0.09,0.73,0.11,16.9,0.11,b,0,II,1,--
874,418,E,--,4,37,56.0,-,26,50,9,4,35,54.0,-,26,56,5,226.36,-40.0,13,874,0.68,0.07,0.67,0.09,17.1,0.15,cd,0,II,1,--
875,423,E,--,4,38,1.7,-,61,43,28,4,37,24.5,-,61,49,20,272.18,-39.3,35,875,0.98,0.09,0.69,0.12,16.9,0.09,bc,0,II,3,Sab type? 2 stars on E side
--,420,E,--,4,38,15.1,-,43,56,13,4,36,41.7,-,44,2,6,248.93,-41.93,11,--,0.57,0.08,0.59,0.1,17.1,0.06,cd,0,II,1,--
876,493,--,15693,4,38,19.0,+,72,16,52,4,32,30.8,+,72,10,50,138.33,16.6,160,876,1.37,0.13,1.27,0.15,16.1,0.84,cd,0,II,0,--
--,421,E,--,4,38,49.7,-,22,20,20,4,36,41.7,-,22,26,12,220.84,-38.57,59,--,0.48,0.05,0.48,0.06,17.8,0.24,d,0,III,3,--
877,422,E,15734,4,39,11.5,-,24,10,48,4,37,5.9,-,24,16,38,223.13,-39.03,143,877,1.36,0.09,1.26,0.11,16.4,0.19,bc,1,II,1,Knotty.In pair. Gal. at 1.0 W
878,430,E,--,4,39,21.2,-,76,29,8,4,41,9.8,-,76,34,50,289.29,-33.83,54,878,0.73,0.09,0.67,0.1,17.1,0.45,c,0,III,0,Diffuse. Very faint ends
879,425,E,15739,4,39,21.4,-,52,7,55,4,38,8.3,-,52,13,43,259.83,-41.12,19,879,1.36,0.17,1.45,0.19,15.8,0.04,bc,0,II,0,--
880,424,E,15742,4,39,24.1,-,50,19,52,4,38,6.0,-,50,25,40,257.46,-41.34,40,880,1.07,0.1,0.97,0.1,16.5,0.05,c,0,II,0,--
881,426,E,--,4,40,19.5,-,57,3,58,4,39,22.8,-,57,9,41,266.21,-40.14,174,881,0.63,0.09,0.67,0.09,17.1,0.03,d,0,III,1,Neighbour at 0.7E
882,427,E,15790,4,40,26.4,-,63,6,27,4,39,56.7,-,63,12,9,273.79,-38.64,8,882,1.86,0.2,1.55,0.18,15.4,0.17,b,0,I,2,In cluster
883,428,E,--,4,41,32.2,-,57,11,28,4,40,36.2,-,57,17,6,266.33,-39.95,172,883,0.9,0.09,0.79,0.09,16.8,0.03,c,0,II,1,--
884,429,E,--,4,42,8.4,-,47,41,38,4,40,43.9,-,47,47,15,253.91,-41.11,29,884,0.69,0.07,0.67,0.09,17.2,0.04,c,0,II,0,--
885,435,E,--,4,42,57.5,-,62,53,30,4,42,27.1,-,62,59,2,273.42,-38.43,91,885,0.65,0.07,0.7,0.09,17.1,0.16,c,0,II,0,Diffuse. Knots
886,433,E,--,4,43,8.1,-,51,3,4,4,41,52.5,-,51,8,36,258.32,-40.67,9,886,0.8,0.07,0.58,0.08,17.4,0.04,c,0,III,0,Very thin. Very faint ends
--,432,E,--,4,43,12.2,-,44,33,5,4,41,40.6,-,44,38,38,249.74,-41.04,128,--,0.54,0.07,0.5,0.07,17.4,0.05,c,0,II,4,--
887,431,E,--,4,43,34.8,-,22,59,20,4,41,27.8,-,23,4,53,222.05,-37.72,15,887,0.65,0.07,0.7,0.09,17.1,0.18,c,0,II,0,--
888,499,--,--,4,43,38.6,-,12,3,0,4,41,18.4,-,12,8,33,209.47,-33.76,168,888,1.2,0.11,0.99,0.11,16.6,0.57,c,0,III,1,Sharp nucleus
889,437,E,--,4,43,51.3,-,76,37,43,4,45,44.6,-,76,43,6,289.31,-33.53,83,889,0.68,0.09,0.67,0.09,17.1,0.48,c,0,III,0,--
890,434,E,--,4,43,57.9,-,30,9,26,4,42,0.9,-,30,14,56,230.96,-39.45,29,890,0.65,0.09,0.67,0.11,17.0,0.16,c,1,II,1,--
891,500,--,--,4,44,17.3,-,4,2,26,4,41,48.0,-,4,7,56,201.15,-29.99,116,891,0.8,0.08,0.74,0.09,17.0,0.14,c,0,II,0,--
892,496,--,--,4,44,19.2,+,67,3,7,4,39,17.1,+,66,57,32,142.88,13.72,91,892,0.74,0.09,0.56,0.1,17.3,1.21,dm,0,IV,0,--
893,501,--,--,4,45,23.8,-,16,10,36,4,43,8.5,-,16,16,1,214.27,-35.01,74,893,1.0,0.13,1.0,0.13,16.3,0.23,c,1,II,5,Slightly S-shaped
894,502,--,--,4,45,47.8,-,8,38,24,4,43,23.7,-,8,43,48,206.09,-31.81,45,894,0.69,0.09,0.69,0.09,16.9,0.34,cd,0,II,0,--
895,497,--,15967,4,46,15.8,+,76,25,8,4,39,22.1,+,76,19,37,135.23,19.55,74,895,4.59,0.63,4.37,0.67,13.8,0.63,bc,0,III,0,--
896,503,--,15982,4,46,37.2,+,0,37,15,4,44,2.8,+,0,31,54,196.89,-27.14,67,896,1.57,0.13,1.29,0.17,16.0,0.41,c,0,II,1,--
897,498,--,15986,4,46,39.1,+,70,7,13,4,41,11.1,+,70,1,47,140.53,15.79,105,897,1.79,0.19,1.97,0.21,15.4,0.81,d,0,II,0,Two-layers
898,504,--,--,4,46,41.0,-,3,26,32,4,44,11.1,-,3,31,52,200.88,-29.17,72,898,0.78,0.11,0.58,0.11,16.9,0.17,b,1,II,0,--
899,436,E,16020,4,47,43.7,-,18,36,22,4,45,31.3,-,18,41,37,217.28,-35.38,58,899,1.36,0.16,1.11,0.17,15.9,0.23,ab,0,I,0,--
900,505,--,16033,4,48,0.2,+,8,42,40,4,45,16.8,+,8,37,25,189.6,-22.47,136,900,1.9,0.15,1.79,0.16,15.8,0.72,d,0,III,0,"Seeing on O print is 4"""
901,439,E,--,4,48,2.4,-,53,26,17,4,46,54.4,-,53,31,29,261.31,-39.65,147,901,0.65,0.09,0.61,0.11,17.0,0.02,c,0,II,1,--
902,438,E,16036,4,48,3.3,-,25,13,48,4,45,59.5,-,25,19,2,225.13,-37.38,102,902,1.95,0.24,1.72,0.21,15.3,0.13,cd,1,II,0,--
903,506,--,16067,4,48,45.6,-,5,7,30,4,46,17.6,-,5,12,42,202.86,-29.53,54,903,1.51,0.12,1.27,0.11,16.3,0.18,cd,1,III,1,Curved
904,442,E,16069,4,48,53.7,-,61,3,55,4,48,15.2,-,61,9,3,270.94,-38.21,161,904,1.27,0.16,1.18,0.11,15.9,0.11,cd,0,II,3,--
905,440,E,--,4,48,57.0,-,51,26,15,4,47,43.1,-,51,31,24,258.71,-39.73,5,905,0.82,0.09,0.82,0.15,16.8,0.03,bc,0,II,1,--
906,507,--,--,4,49,39.6,+,0,28,51,4,47,5.4,+,0,23,43,197.47,-26.56,69,906,0.8,0.11,0.76,0.12,16.6,0.36,d,0,II,3,Two comps at 0.5 and 1.6NE
907,441,E,16116,4,49,51.8,-,36,6,18,4,48,4.6,-,36,11,24,238.81,-39.23,139,907,1.53,0.19,1.56,0.2,15.5,0.06,c,0,I,0,--
908,443,E,--,4,49,56.9,-,45,50,6,4,48,28.8,-,45,55,11,251.41,-39.84,151,908,0.63,0.08,0.54,0.09,17.2,0.05,c,0,II,3,Faint ends
909,508,--,--,4,50,12.1,-,20,25,11,4,48,2.2,-,20,30,16,219.62,-35.45,75,909,0.76,0.1,0.76,0.1,16.7,0.27,c,1,II,2,--
910,509,--,16144,4,50,44.2,-,5,25,7,4,48,16.5,-,5,30,11,203.43,-29.24,96,910,2.32,0.29,2.24,0.3,14.9,0.18,c,0,II,0,--
911,510,--,16191,4,51,46.1,+,3,40,8,4,49,8.3,+,3,35,8,194.76,-24.44,49,911,2.02,0.2,2.07,0.18,15.3,0.29,d,0,II,0,--
912,511,--,--,4,51,53.5,-,5,56,53,4,49,26.5,-,6,1,52,204.12,-29.23,14,912,0.83,0.08,0.67,0.07,17.1,0.18,d,0,III,0,Blue
913,447,E,16204,4,52,12.5,-,69,42,20,4,52,32.0,-,69,47,12,281.23,-35.53,52,913,0.73,0.09,0.78,0.11,16.8,1.57,c,0,II,0,In rich field of stars
914,512,--,16205,4,52,13.2,-,18,23,35,4,50,0.7,-,18,28,32,217.5,-34.31,78,914,1.53,0.16,1.53,0.13,15.7,0.19,cd,0,II,0,--
915,444,E,16214,4,52,25.0,-,28,7,5,4,50,25.4,-,28,12,0,228.95,-37.19,61,915,0.76,0.1,0.79,0.11,16.7,0.13,bc,0,II,1,--
916,513,--,16217,4,52,28.6,-,19,17,35,4,50,17.2,-,19,22,30,218.55,-34.57,157,916,0.9,0.12,0.81,0.11,16.4,0.24,dm,1,II,0,Diffuse. Bluish
917,445,E,--,4,52,34.6,-,21,29,31,4,50,26.0,-,21,34,26,221.08,-35.28,138,917,0.7,0.09,0.82,0.13,16.9,0.17,b,1,II,0,--
918,514,--,--,4,53,11.6,-,10,35,59,4,50,49.9,-,10,40,52,209.09,-31.03,38,918,0.97,0.11,0.91,0.12,16.5,0.29,cd,2,II,0,--
919,446,E,--,4,53,52.3,-,47,23,46,4,52,28.3,-,47,28,34,253.42,-39.15,55,919,0.6,0.07,0.67,0.09,17.2,0.08,cd,0,II,1,--
920,448,E,--,4,54,9.4,-,52,10,59,4,52,58.2,-,52,15,45,259.57,-38.86,63,920,0.65,0.09,0.51,0.08,17.1,0.04,c,0,II,0,--
921,515,--,16322,4,55,3.3,-,4,6,6,4,52,34.1,-,4,10,51,202.69,-27.66,14,921,1.81,0.21,1.71,0.24,15.4,0.2,c,0,II,0,--
922,450,E,16323,4,55,4.6,-,46,58,8,4,53,39.5,-,47,2,52,252.87,-38.95,103,922,1.02,0.14,0.92,0.13,16.3,0.09,b,0,II,0,--
923,449,E,--,4,55,7.9,-,22,37,16,4,53,0.9,-,22,42,1,222.62,-35.07,157,923,0.82,0.09,0.63,0.11,17.2,0.18,c,0,IV,0,Diffuse
924,516,--,--,4,56,32.6,-,12,24,7,4,54,13.0,-,12,28,46,211.4,-31.04,63,924,1.36,0.16,1.38,0.17,16.0,0.73,cd,0,III,2,--
925,517,--,--,4,57,36.5,-,11,49,34,4,55,16.2,-,11,54,8,210.92,-30.57,170,925,1.18,0.1,1.0,0.11,16.8,0.62,cd,0,IV,1,--
926,451,E,16440,4,58,20.6,-,22,23,28,4,56,13.4,-,22,27,59,222.64,-34.3,78,926,0.99,0.12,0.87,0.12,16.5,0.15,bc,1,II,2,In pair. Interacting ?
927,518,--,16483,4,59,11.4,-,18,58,27,4,56,59.8,-,19,2,54,218.85,-32.97,167,927,1.34,0.16,1.25,0.15,15.9,0.21,c,0,II,1,--
928,452,E,--,4,59,15.1,-,17,42,14,4,57,2.0,-,17,46,42,217.45,-32.5,97,928,0.73,0.07,0.75,0.08,17.1,0.44,cd,0,II,0,Knots
929,453,E,--,4,59,57.0,-,17,35,32,4,57,43.7,-,17,39,56,217.4,-32.3,12,929,0.83,0.06,0.39,0.06,17.9,0.46,c,1,IV,3,Curved
930,455,E,--,5,0,8.8,-,62,0,43,4,59,36.6,-,62,5,2,271.76,-36.7,138,930,0.63,0.09,0.62,0.1,17.0,0.1,c,0,II,6,--
--,454,E,--,5,1,36.7,-,22,15,18,4,59,29.5,-,22,19,35,222.77,-33.54,99,--,0.53,0.07,0.56,0.09,17.4,0.12,d,0,III,0,In cluster
931,456,E,16597,5,2,1.4,-,25,46,41,4,59,58.9,-,25,50,56,226.86,-34.51,45,931,1.45,0.16,1.36,0.18,15.9,0.13,bc,0,II,0,Br. buldge and faint disk
932,519,--,--,5,2,47.3,-,2,17,6,5,0,16.2,-,2,21,19,201.95,-25.1,22,932,1.12,0.12,1.03,0.13,16.3,0.38,d,0,II,1,--
933,457,E,--,5,2,51.7,-,18,33,26,5,0,39.7,-,18,37,38,218.75,-32.01,143,933,0.61,0.08,0.58,0.09,17.3,0.21,c,0,III,4,Sharp nucleus. In cluster
934,458,E,16660,5,4,2.6,-,36,1,55,5,2,16.1,-,36,6,1,239.26,-36.39,135,934,1.43,0.13,1.45,0.17,16.0,0.06,bc,0,II,0,Curved ends
935,459,E,--,5,4,17.8,-,26,31,52,5,2,16.4,-,26,35,57,227.91,-34.23,136,935,0.66,0.09,0.66,0.09,17.0,0.12,c,0,II,0,--
936,461,E,--,5,4,27.8,-,45,54,18,5,3,1.1,-,45,58,22,251.55,-37.31,157,936,0.61,0.07,0.67,0.1,17.2,0.09,bc,0,II,1,--
937,520,--,16678,5,4,34.1,-,17,5,31,5,2,20.3,-,17,9,35,217.33,-31.1,66,937,2.02,0.24,1.88,0.24,15.2,0.29,bc,0,II,0,Two-layers. V.f. periphery
938,460,E,--,5,5,0.0,-,25,1,8,5,2,56.5,-,25,5,11,226.22,-33.65,36,938,0.68,0.08,0.67,0.09,17.0,0.13,c,0,II,0,--
939,521,--,--,5,5,1.0,-,19,1,48,5,2,49.6,-,19,5,51,219.49,-31.7,127,939,0.81,0.1,0.78,0.11,16.7,0.21,c,0,II,3,Spiral 1.2 at 3.0 N
940,462,E,16701,5,5,7.0,-,26,42,11,5,3,5.9,-,26,46,13,228.17,-34.1,99,940,0.9,0.08,0.64,0.07,17.0,0.1,c,0,II,1,--
941,465,E,16712,5,5,18.0,-,58,13,23,5,4,29.1,-,58,17,22,266.97,-36.66,57,941,1.36,0.17,1.11,0.18,16.0,0.11,dm,1,III,0,V. diffuse. Curved arms
942,464,E,--,5,5,21.1,-,45,12,38,5,3,52.8,-,45,16,38,250.69,-37.13,24,942,0.73,0.07,0.75,0.08,17.2,0.07,c,0,III,0,--
943,463,E,--,5,5,22.9,-,19,34,51,5,3,12.2,-,19,38,52,220.13,-31.81,48,943,0.6,0.08,0.82,0.11,17.1,0.18,bc,0,III,0,In cluster
944,523,--,16772,5,7,31.9,-,11,39,9,5,5,11.6,-,11,43,1,211.9,-28.29,179,944,2.26,0.17,2.24,0.18,15.4,0.69,d,0,II,0,--
945,466,E,--,5,8,55.7,-,18,38,28,5,6,44.0,-,18,42,14,219.45,-30.7,163,945,0.63,0.09,0.66,0.11,17.0,0.19,c,0,II,0,--
946,467,E,16839,5,9,40.1,-,52,11,38,5,8,30.4,-,52,15,19,259.42,-36.49,163,946,1.2,0.1,1.23,0.12,16.4,0.05,c,0,II,0,--
947,468,E,--,5,10,47.5,-,47,13,1,5,9,24.3,-,47,16,38,253.24,-36.28,91,947,0.69,0.08,0.7,0.1,17.0,0.05,c,0,II,1,--
948,469,E,--,5,11,54.1,-,33,7,14,5,10,3.0,-,33,10,47,236.13,-34.25,151,948,0.6,0.07,0.48,0.09,17.4,0.09,c,0,II,0,--
949,470,E,--,5,12,30.2,-,45,15,50,5,11,2.5,-,45,19,20,250.85,-35.87,68,949,0.89,0.09,0.82,0.11,16.8,0.13,c,0,II,1,--
950,525,--,--,5,12,59.3,-,5,8,31,5,10,31.5,-,5,12,1,206.04,-24.21,80,950,1.13,0.11,1.25,0.13,16.4,0.83,c,0,III,1,--
951,472,E,--,5,13,39.9,-,51,1,4,5,12,27.1,-,51,4,28,257.95,-35.88,53,951,0.73,0.09,0.7,0.09,16.9,0.09,c,0,II,1,--
--,471,E,--,5,13,59.5,-,42,42,25,5,12,26.2,-,42,45,49,247.74,-35.38,173,--,0.53,0.07,0.56,0.1,17.4,0.08,b,0,II,2,Round nucl.or cent.star proj.
952,526,--,16954,5,14,10.1,-,6,8,52,5,11,43.5,-,6,12,16,207.17,-24.41,138,952,1.48,0.16,1.59,0.2,15.8,0.73,bc,1,II,0,Star projected
953,473,E,--,5,14,40.8,-,22,0,4,5,12,33.5,-,22,3,25,223.66,-30.59,148,953,0.8,0.09,0.78,0.12,16.8,0.19,bc,0,II,0,Round contrast nucl.
954,474,E,--,5,15,2.4,-,53,40,19,5,13,57.8,-,53,43,37,261.22,-35.64,99,954,0.9,0.08,0.69,0.1,17.1,0.08,c,0,III,1,Br.neighbour at 3.7S
955,527,--,17006,5,15,47.6,+,6,46,41,5,13,6.1,+,6,43,23,195.3,-17.72,100,955,1.12,0.13,1.04,0.17,16.3,0.76,bc,0,II,3,Star proj. on W side
956,476,E,--,5,16,5.5,-,36,54,18,5,14,21.0,-,36,57,33,240.82,-34.15,148,956,0.61,0.06,0.55,0.07,17.4,0.16,c,0,II,1,Knots. A star projected
--,475,E,--,5,16,21.6,-,22,59,38,5,14,15.7,-,23,2,53,224.89,-30.55,159,--,0.47,0.05,0.5,0.08,17.9,0.15,c,0,III,0,--
957,477,E,--,5,16,37.0,-,45,40,34,5,15,10.4,-,45,43,45,251.42,-35.18,167,957,0.76,0.09,0.78,0.13,16.9,0.15,bc,0,II,0,--
958,528,--,17031,5,16,46.2,+,6,37,22,5,14,4.9,+,6,34,8,195.57,-17.59,35,958,2.02,0.28,2.18,0.29,15.2,0.81,bc,1,III,7,Star proj.near centre
959,478,E,--,5,17,8.2,-,37,10,23,5,15,24.2,-,37,13,33,241.18,-34.0,52,959,0.73,0.09,0.78,0.12,16.9,0.23,bc,0,II,1,--
960,529,--,17058,5,17,45.8,-,1,11,13,5,15,13.5,-,1,14,22,202.87,-21.29,104,960,1.62,0.12,1.38,0.17,16.0,0.73,cd,0,II,0,Compan. at 3.0E
961,480,E,17061,5,17,46.4,-,62,55,13,5,17,21.3,-,62,58,18,272.46,-34.54,63,961,0.99,0.13,0.93,0.11,16.3,0.17,c,0,II,0,Diffuse. 2 compans at W side
--,479,E,--,5,18,46.5,-,27,54,45,5,16,47.6,-,27,57,48,230.56,-31.52,28,--,0.53,0.07,0.56,0.09,17.5,0.08,c,0,III,0,A knot near the nucleus ?
--,481,E,--,5,19,22.1,-,47,31,8,5,18,0.2,-,47,34,8,253.7,-34.84,132,--,0.56,0.07,0.49,0.07,17.5,0.11,c,0,III,0,--
962,530,--,--,5,19,48.2,+,1,33,40,5,17,12.7,+,1,30,40,200.58,-19.5,120,962,0.97,0.11,0.78,0.1,16.7,0.64,cd,0,III,0,--
963,482,E,--,5,19,56.0,-,45,9,37,5,18,28.5,-,45,12,35,250.85,-34.56,157,963,0.62,0.08,0.63,0.11,17.1,0.14,b,0,II,0,Round nucleus
964,483,E,--,5,20,31.5,-,27,8,17,5,18,31.4,-,27,11,13,229.82,-30.93,76,964,0.6,0.07,0.48,0.08,17.5,0.11,c,1,III,1,Slightly curved f. ends
965,532,--,--,5,20,39.4,-,15,56,47,5,18,24.5,-,15,59,43,217.79,-27.09,8,965,0.9,0.11,0.78,0.11,16.9,0.34,d,1,IV,0,--
966,488,E,--,5,20,51.4,-,61,3,29,5,20,16.8,-,61,6,20,270.16,-34.39,119,966,0.63,0.09,0.55,0.1,17.2,0.11,bc,0,III,3,--
967,487,E,17160,5,21,11.8,-,48,13,19,5,19,51.8,-,48,16,11,254.58,-34.58,152,967,0.9,0.12,0.86,0.11,16.4,0.15,b,0,I,0,--
968,486,E,--,5,21,12.6,-,45,35,23,5,19,46.0,-,45,38,15,251.39,-34.38,13,968,0.63,0.09,0.67,0.11,17.0,0.2,c,0,II,1,--
969,484,E,--,5,21,19.7,-,36,39,40,5,19,35.0,-,36,42,32,240.77,-33.08,57,969,0.6,0.08,0.5,0.09,17.3,0.19,c,1,II,1,--
970,485,E,17174,5,21,48.2,-,23,48,36,5,19,43.6,-,23,51,27,226.25,-29.64,61,970,3.08,0.35,2.71,0.4,14.5,0.1,ab,0,I,0,Dust lane
--,490,E,--,5,22,1.5,-,42,57,50,5,20,29.1,-,43,0,39,248.26,-33.95,126,--,0.54,0.06,0.54,0.08,17.5,0.11,c,0,II,2,--
971,489,E,--,5,22,15.1,-,27,49,8,5,20,16.2,-,27,51,57,230.71,-30.76,23,971,0.73,0.09,0.81,0.1,16.8,0.1,cd,0,II,0,--
972,531,--,--,5,23,5.8,+,67,19,44,5,17,54.7,+,67,16,53,144.86,16.96,53,972,1.28,0.11,1.23,0.11,16.2,0.66,cd,0,II,1,--
973,534,--,17217,5,23,14.6,-,11,25,30,5,20,54.2,-,11,28,15,213.47,-24.7,47,973,1.72,0.2,1.59,0.24,15.5,0.7,bc,0,II,1,--
974,524,--,--,5,23,20.9,+,85,40,23,5,6,26.8,+,85,37,7,127.37,25.44,137,974,0.83,0.09,0.85,0.1,16.9,0.45,c,1,III,1,--
975,491,E,17219,5,23,24.3,-,37,15,0,5,21,40.7,-,37,17,43,241.55,-32.78,44,975,0.83,0.08,0.95,0.11,16.8,0.13,bc,0,II,0,--
976,492,E,--,5,23,55.0,-,48,56,38,5,22,37.0,-,48,59,18,255.48,-34.17,30,976,0.63,0.07,0.65,0.09,17.2,0.14,cd,0,II,0,--
977,493,E,--,5,24,30.4,-,37,35,30,5,22,47.5,-,37,38,9,242.0,-32.64,147,977,0.73,0.08,0.63,0.09,17.0,0.16,cd,0,II,0,--
978,501,E,--,5,25,5.7,-,78,12,52,5,27,49.3,-,78,15,18,290.15,-30.88,31,978,0.82,0.09,0.87,0.1,16.7,0.93,c,0,II,2,In cluster
979,494,E,--,5,25,7.7,-,47,49,34,5,23,46.8,-,47,52,8,254.15,-33.9,100,979,0.6,0.05,0.52,0.06,17.8,0.14,c,0,III,1,Star projected near nucleus
980,495,E,17278,5,25,58.3,-,27,45,0,5,23,59.3,-,27,47,33,230.91,-29.95,75,980,0.74,0.09,0.75,0.12,16.8,0.14,cd,1,II,0,--
981,496,E,--,5,26,11.8,-,45,53,38,5,24,46.2,-,45,56,9,251.86,-33.54,47,981,0.82,0.11,0.86,0.12,16.4,0.19,cd,0,I,2,--
982,535,--,17294,5,26,44.4,-,19,12,36,5,24,33.7,-,19,15,6,221.79,-26.98,60,982,1.39,0.19,1.42,0.21,15.8,0.25,c,0,III,0,Star on the right of nucl.
--,497,E,--,5,27,8.4,-,26,14,56,5,25,7.3,-,26,17,24,229.35,-29.25,22,--,0.54,0.07,0.54,0.09,17.3,0.15,cd,0,II,1,--
983,498,E,17312,5,27,31.8,-,26,40,59,5,25,31.3,-,26,43,25,229.85,-29.3,7,983,1.02,0.14,0.97,0.13,16.3,0.11,bc,0,II,2,A gal.w.polar ring at E side
--,499,E,--,5,28,16.3,-,50,56,35,5,27,4.2,-,50,58,56,257.93,-33.58,128,--,0.56,0.07,0.48,0.08,17.4,0.18,c,0,II,1,--
984,500,E,--,5,29,17.3,-,34,23,35,5,27,28.9,-,34,25,53,238.56,-31.01,85,984,0.69,0.07,0.67,0.09,17.2,0.07,c,0,II,3,In cluster
