NGC,Extension,Components,Dreye,NAMEZH,TYPE,CLASS,CONZH,CON,RAJ2000,DECJ2000,RADJ2000,DECDJ2000,VMAG,BMAG,B-V,SB,AX,AY,ANGLE,DESP,DESPS
NGC6939,,,*,¹íÌ×ÐÇÍÅ,OCL,I1m,ÏÉÍõ×ù,CEP,20h31m30s,20.525,+60h39m42s,60.66166667,7.8,,,,10,,,"a cluster, pretty large, extremely rich, pretty compressed middle, stars from 11th to 16th magnitude","Cl, pL, eRi, pCM, st 11¡­16"
NGC6940,,,*,Ä§Ë¹À­ÐÇÍÅ,OCL,III2m,ºüÀê×ù,VUL,20h34m32.3s,20.57563889,+28h16m49s,28.28027778,6.3,,,,25,,,"a cluster, very bright, very large, very rich, considerably compressed, stars pretty large (bright)","Cl, vB, vL, vRi, cC, st pL"
NGC6941,,,*,,Gxy,Sb,ÌìÓ¥×ù,AQL,20h36m23.5s,20.60652778,-4h37m8s,-4.618888889,12.8,13.6,0.8,13.8,2,1.4,115,"extremely faint, a little extended, a little brighter middle","eF, lE, lbM"
NGC6942,,,*,,Gxy,SB0-a,Ó¡µØ°²×ù,IND,20h40m37.9s,20.67719444,-54h18m8s,-54.30222222,11.7,12.6,0.9,12.9,2.1,1.6,150,"pretty bright, pretty large, round, pretty suddenly a little brighter middle","pB, pL, R, pslbM"
NGC6943,,,*,,Gxy,SBc,¿×È¸×ù,PAV,20h44m33.7s,20.74269444,-68h44m53s,-68.74805556,11.4,12.1,0.7,13.5,4,2.2,130,"pretty faint, large, much extended, very gradually a little brighter middle, very small star","pF, L, mE, vglbM vs *"
NGC6944,,,*,,Gxy,E-S0,º£ëà×ù,DEL,20h38m23.8s,20.63994444,+6h59m49s,6.996944444,13.8,14.8,1,13.7,1.5,0.6,57,"pretty faint, small, round","pF, S, R"
NGC6945,,,*,,Gxy,E-S0,±¦Æ¿×ù,AQR,20h39m0.5s,20.65013889,-4h58m20s,-4.972222222,13.4,14.4,1,13.7,1.6,0.8,126,"pretty faint, very small, round, much brighter middle","pF, vS, R, mbM"
NGC6946,,,*,ÑÌ»¨ÐÇÏµ,Gxy,SBc,Ìì¶ì×ù,CYG,20h34m52.1s,20.58113889,+60h9m12s,60.15333333,8.8,9.6,0.8,13.8,11.5,9.8,57,"very faint, very large, very gradually then very suddenly brighter middle, partially resolved (some stars seen)","vF, vL, vg, vsbM, rr"
NGC6947,,,*,,Gxy,SBb,ÏÔÎ¢¾µ×ù,MIC,20h41m15s,20.6875,-32h29m11s,-32.48638889,13.5,14.3,0.8,13.9,1.6,1,51,"very faint, large, round, gradually brighter middle","vF, L, R, gbM"
NGC6948,,,*,,Gxy,Sa,Ó¡µØ°²×ù,IND,20h43m28.9s,20.72469444,-53h21m26s,-53.35722222,12.8,13.7,0.9,13.5,2.2,1,115,"very faint, pretty small, considerably extended, a little brighter middle","vF, pS, cE, lbM"
NGC6949,,,*,,Gxy,S?,ÏÉÍõ×ù,CEP,20h35m7s,20.58527778,+64h48m12s,64.80333333,13.8,14.7,0.9,14.2,1.4,1.2,6,"extremely faint, pretty small, irregularly round","eF, pS, iR"
NGC6950,,,*,,Star(s),*Grp,º£ëà×ù,DEL,20h41m5s,20.68472222,+16h37m14s,16.62055556,,,,,10,,,"a cluster, poor, very little compressed","Cl, P, vlC"
NGC6951,,,*,,Dup,SBbc,ÏÉÍõ×ù,CEP,20h37m14s,20.62055556,+66h6m21s,66.10583333,10.7,11.6,0.9,13.3,3.9,3.2,170,"pretty bright, pretty large, a little extended","pB, pL, lE"
NGC6952,,,*,,Gxy,SBbc,ÏÉÍõ×ù,CEP,20h37m14s,20.62055556,+66h6m21s,66.10583333,10.7,11.6,0.9,13.3,3.9,3.2,170,"pretty bright, pretty large, a little extended","pB, oval, dif, * 15 close f"
NGC6953,,,*,,Star(s),*Grp,ÏÉÍõ×ù,CEP,20h38m41s,20.64472222,+65h48m12s,65.80333333,,,,,1.5,,,"most extremely faint, pretty large, round, very difficult","eeF, pL, R, v diffic"
NGC6954,,,*,,Gxy,S0-a,º£ëà×ù,DEL,20h44m3.3s,20.73425,+3h12m34s,3.209444444,13.2,14.1,0.9,12.6,1,0.6,68,"faint, small, very little extended","F, S, vlE"
NGC6955,,,*,,Gxy,Sbc,º£ëà×ù,DEL,20h44m17.9s,20.73830556,+2h35m43s,2.595277778,13.6,14.4,0.8,14.1,1.4,1.3,30,"extremely faint, pretty large, round","eF, pL, R"
NGC6956,,,*,,Gxy,SBb,º£ëà×ù,DEL,20h43m53.7s,20.73158333,+12h30m44s,12.51222222,12.3,13.1,0.8,13.6,1.9,1.9,,"very faint, small, stellar, double star attached","vF, S, stellar, ** att"
NGC6957,,,*,,Gxy,Sc,º£ëà×ù,DEL,20h44m47.7s,20.74658333,+2h34m50s,2.580555556,14.4,15.1,0.7,12.5,0.5,0.4,171,"very faint, small, round","vF, S, R"
NGC6958,,,*,,Gxy,E-S0,ÏÔÎ¢¾µ×ù,MIC,20h48m42.6s,20.81183333,-37h59m52s,-37.99777778,11.4,12.3,0.9,12.7,2.5,1.9,107,"bright, considerably small, pretty gradually much brighter middle, 4 stars to west","B, cS, R, pgmbM, 4 st p"
NGC6959,,,*,,Gxy,S0,±¦Æ¿×ù,AQR,20h47m7.2s,20.78533333,+0h25m49s,0.430277778,13.7,14.7,1,11.9,0.6,0.3,57,very faint,vF
NGC6960,,,*,ÏËÎ¬ÐÇÔÆ,Nb,SNR,Ìì¶ì×ù,CYG,20h45m42s,20.76166667,+30h43m0s,30.71666667,,7,,,70,6,,"a very remarkable object, pretty bright, considerably large, extremely irregular figure, ¦Ê Cygni involved","!! pB, cL, eiF, ¦Ê Cygni inv"
NGC6961,,,*,,Gxy,E2,±¦Æ¿×ù,AQR,20h47m10.4s,20.78622222,+0h21m50s,0.363888889,13.7,14.7,1,12.4,0.6,0.5,134,"extremely faint, very small","eF, vS"
NGC6962,,,*,,Gxy,SBab,±¦Æ¿×ù,AQR,20h47m18.9s,20.78858333,+0h19m19s,0.321944444,12.1,13,0.9,14,2.9,2.2,75,"considerably faint, small, round, brighter middle","cF, S, R, bM"
NGC6963,,,*,,Star(s),*2,±¦Æ¿×ù,AQR,20h47m19s,20.78861111,+0h30m33s,0.509166667,,,,,,,,a nebulous 13th magnitude star,neb * 13 m
NGC6964,,,*,,Gxy,E2,±¦Æ¿×ù,AQR,20h47m24.2s,20.79005556,+0h18m5s,0.301388889,13,14,1,13.8,1.7,1.3,168,"faint, very small, round, brighter middle, 14th magnitude star 1/2 an arcmin to southeast","F, vS, R, bM, * 14 sf ?'"
NGC6965,,,*,,Gxy,S0,±¦Æ¿×ù,AQR,20h47m20.5s,20.78902778,+0h29m3s,0.484166667,14,15,1,13,0.6,0.4,66,"very faint, very small","vF, vS"
NGC6966,,,*,,Star(s),*2,±¦Æ¿×ù,AQR,20h47m26.7s,20.79075,+0h22m5s,0.368055556,,,,,,,,"extremely faint, very small","eF, vS"
NGC6967,,,*,,Gxy,S0-a,±¦Æ¿×ù,AQR,20h47m34s,20.79277778,+0h24m44s,0.412222222,13.1,14,0.9,12.6,0.9,0.6,105,"extremely faint, very small, 10th magnitude star 50 arcsec to east","eF, vS, * 10 50"" f"
NGC6968,,,*,,Gxy,E-S0,±¦Æ¿×ù,AQR,20h48m32.4s,20.809,-8h21m35s,-8.359722222,13.3,14.3,1,13.9,1.5,1.1,144,"faint, small, round, gradually brighter middle, faint star involved","F, S, R, gbM, F * inv"
NGC6969,,,*,,Gxy,Sa,º£ëà×ù,DEL,20h48m27.6s,20.80766667,+7h44m25s,7.740277778,14.1,15,0.9,12.7,1.1,0.3,15,"faint, pretty large, extended","F, pL, E"
NGC6970,,,*,,Gxy,SBa,Ó¡µØ°²×ù,IND,20h52m9.4s,20.86927778,-48h46m41s,-48.77805556,12.6,13.2,0.6,12.6,1,0.6,123,"pretty bright, small, a little extended, gradually brighter middle","pB, S, lE, gbM"
NGC6971,,,*,,Gxy,Sb,º£ëà×ù,DEL,20h49m23.7s,20.82325,+5h59m43s,5.995277778,13.7,14.5,0.8,13.5,1.1,0.9,60,"very faint, small, round","vF, S, R"
NGC6972,,,*,,Gxy,S0-a,º£ëà×ù,DEL,20h49m58.9s,20.83302778,+9h53m59s,9.899722222,13.3,14.2,0.9,12.7,1.1,0.5,143,"faint, small, round","F, S, R"
NGC6973,,,*,,Star(s),*,±¦Æ¿×ù,AQR,20h52m6s,20.86833333,-5h53m39s,-5.894166667,,15.6,,,,,,"very faint, small, mottled but not resolved","vF, S, r"
NGC6974,,,*,,Nb,SNR,Ìì¶ì×ù,CYG,20h51m4s,20.85111111,+31h49m54s,31.83166667,,,,,,,,"a nebulous star, nebulosity considerably extended east-west","Neb *, neby cE pf"
NGC6975,,,*,,Dup,Sbc,±¦Æ¿×ù,AQR,20h52m25.9s,20.87386111,-5h46m17s,-5.771388889,14,14.8,0.8,13.2,0.8,0.7,5,"very faint, small, perhaps = m427?","vF, S, ? = m 427"
NGC6976,,,*,,Gxy,Sbc,±¦Æ¿×ù,AQR,20h52m25.9s,20.87386111,-5h46m17s,-5.771388889,14,14.8,0.8,13.2,0.8,0.7,5,"very faint, small, perhaps = m427?","eF, iR"
NGC6977,,,*,,Gxy,SBb,±¦Æ¿×ù,AQR,20h52m29.6s,20.87488889,-5h44m45s,-5.745833333,13.2,14.1,0.9,13.2,1.3,0.9,162,"very faint, small, irregularly round","vF, S, iR"
NGC6978,,,*,,Gxy,Sb,±¦Æ¿×ù,AQR,20h52m35.4s,20.8765,-5h42m40s,-5.711111111,13.3,14.1,0.8,13.2,1.5,0.7,125,very faint,vF
NGC6979,,,*,¸¥À³Ã÷Èý½ÇÐÇÔÆ,Nb,SNR,Ìì¶ì×ù,CYG,20h50m30s,20.84166667,+32h1m36s,32.02666667,,,,,7,3,,"very faint, small, irregularly extended, several faint stars near to east","vF, S, iE, sev F st f nr"
NGC6980,,,*,,Star(s),*,±¦Æ¿×ù,AQR,20h52m48.9s,20.88025,-5h50m13s,-5.836944444,,15.4,,,,,,"very faint, small, mottled but not resolved","vF, S, r"
NGC6981,,,*,,GCL,IX,±¦Æ¿×ù,AQR,20h53m27.9s,20.89108333,-12h32m11s,-12.53638889,9.2,,,,6.6,,,"a globular cluster, pretty bright, pretty large, round, gradually much compressed middle, well resolved, clearly consisting of stars","globular, pB, pL, R, gmCM, rrr"
NGC6982,,,*,,Gxy,SBa,Ó¡µØ°²×ù,IND,20h57m18.3s,20.95508333,-51h51m46s,-51.86277778,13.7,14.4,0.7,13.1,1,0.7,68,"very faint, small, extended, western of 2","vF, S, E, p of 2"
NGC6983,,,*,,Gxy,Sab,ÏÔÎ¢¾µ×ù,MIC,20h56m43.5s,20.94541667,-43h59m10s,-43.98611111,13.4,14.2,0.8,12.5,0.8,0.6,147,"extremely faint, considerably small, round","eF, cS, R"
NGC6984,,,*,,Gxy,SBc,Ó¡µØ°²×ù,IND,20h57m54.2s,20.96505556,-51h52m15s,-51.87083333,12.7,13.2,0.5,13.4,1.8,1.2,101,"faint, pretty large, very little extended, very gradually brighter middle, eastern of 2","F, pL, vlE, vgbM, f of 2"
NGC6985,,,*,,Gxy,Sa,±¦Æ¿×ù,AQR,20h45m3s,20.75083333,-11h6m15s,-11.10416667,13.8,14.7,0.9,13.8,1.5,0.8,90,"extremely faint, very small, irregularly round","eF, vS, iR"
NGC6986,,,*,,Gxy,E-S0,Ä¦ôÉ×ù,CAP,20h56m30.6s,20.94183333,-18h33m58s,-18.56611111,13.5,14.5,1,12.8,1,0.6,8,"very faint, very small, round, gradually a little brighter middle and nucleus","vF, vS, R, glbMN"
NGC6987,,,*,,Gxy,E1,Ó¡µØ°²×ù,IND,20h58m10.4s,20.96955556,-48h37m48s,-48.63,12.4,13.4,1,13,1.4,1.2,92,"pretty faint, small, very little extended, gradually pretty much brighter middle, bright star 1 arcmin to west","pF, S, vlE, gpmbM, B * p 1'"
NGC6988,,,*,,Gxy,S,º£ëà×ù,DEL,20h55m48.9s,20.93025,+10h30m30s,10.50833333,14.6,15.2,0.6,13,0.5,0.5,,"extremely faint, pretty large, round","eF, pL, R"
NGC6989,,,*,,Star(s),*Grp,Ìì¶ì×ù,CYG,20h54m6s,20.90166667,+45h14m26s,45.24055556,,,,,10,,,"a cluster, considerably large, stars pretty small (faint)","Cl, cL, st pS"
NGC6990,,,*,Å®Î×É¨ÖãÐÇÏµ,Gxy,Sa,Ó¡µØ°²×ù,IND,20h59m57s,20.99916667,-55h33m43s,-55.56194444,13.2,14.1,0.9,12.4,1.2,0.5,0,"most extremely faint, very small, very much extended 0¡ã, 13th magnitude star attached on north","eeF, vS, vmE 0¡ã, * 13 att, n"
NGC6991,,1,*,,OCL,OCL,Ìì¶ì×ù,CYG,20h55m39s,20.9275,+47h26m54s,47.44833333,,,,,,,,"a cluster, large, poor, very little compressed","Cl, L, P, vlC"
NGC6992,,,*,¶«ÃæÉ´ÐÇÔÆ,Nb,SNR,Ìì¶ì×ù,CYG,20h56m18s,20.93833333,+31h44m30s,31.74166667,,7,,,60,8,,"a very remarkable object, extremely faint, extremely large, extremely extended, extremely irregular figure, bifurcated","!!, eF, eL, eE, eiF, bifurcated"
NGC6993,,,*,,Gxy,Sc,Ä¦ôÉ×ù,CAP,20h53m54s,20.89833333,-25h28m20s,-25.47222222,13.1,13.8,0.7,13.1,1.2,1,108,"very faint, very small, round, suddenly brighter middle and  nucleus","vF, vS, R, sbMN"
NGC6994,,,*,,Star(s),*4,±¦Æ¿×ù,AQR,20h58m56s,20.98222222,-12h38m0s,-12.63333333,8.9,,,,1.4,,,"a cluster, extremely poor, very little compressed, no nebulosity","Cl, eP, vlC, no neb"
NGC6995,,,*,ÍøÐÇÔÆ,Nb,SNR,Ìì¶ì×ù,CYG,20h57m10s,20.95277778,+31h14m0s,31.23333333,,7,,,12,12,,"faint, extremely large, nebulae and stars in groups","F, eL, neb & st in groups"
NGC6996,,,*,Äñ³²,OCL,III2p,Ìì¶ì×ù,CYG,20h56m30s,20.94166667,+45h28m24s,45.47333333,10,,,,5,,,"a cluster, poor, a little compressed","Cl, P, lC"
NGC6997,,,*,,OCL,III2p,Ìì¶ì×ù,CYG,20h56m30s,20.94166667,+44h39m0s,44.65,10,,,,8,,,"a cluster, poor, a little compressed, stars large (bright)","Cl, P, lC, st L"
NGC6998,,,*,,Gxy,E0,ÏÔÎ¢¾µ×ù,MIC,21h1m37.7s,21.02713889,-28h1m54s,-28.03166667,14,15,1,13,0.6,0.6,,"most extremely faint, very small","eeF, vS"
NGC6999,,,*,,Gxy,S0,ÏÔÎ¢¾µ×ù,MIC,21h1m59.6s,21.03322222,-28h3m32s,-28.05888889,13.8,14.8,1,12.9,0.9,0.7,179,"most extremely faint, very small","eeF, vS"
NGC7000,,,*,±±ÃÀÖÞÐÇÔÆ,Nb,EN,Ìì¶ì×ù,CYG,20h59m18s,20.98833333,+44h31m0s,44.51666667,5,4,,,120,100,,"faint, most extremely large, diffuse nebulosity","F, eeL, dif nebulosity"
NGC7001,,,*,,Gxy,Sab,±¦Æ¿×ù,AQR,21h1m7.7s,21.01880556,-0h11m41s,-0.194722222,12.9,13.7,0.8,13.3,1.4,1.1,162,"extremely faint, small, extended 0¡ã","eF, S, E 0¡ã"
NGC7002,,,*,,Gxy,E1,Ó¡µØ°²×ù,IND,21h3m45s,21.0625,-49h1m45s,-49.02916667,12.4,13.5,1.1,13,1.5,1.2,3,"considerably faint, considerably small, round, brighter middle","cF, cS, R, bM"
NGC7003,,,*,,Gxy,Sbc,º£ëà×ù,DEL,21h0m42.3s,21.01175,+17h48m17s,17.80472222,13,13.8,0.8,12.7,1.1,0.8,120,"very faint, very small, a little extended, 15th magnitude star close to east","vF, vS, lE, * 15 close f"
NGC7004,,,*,,Gxy,SB0-a,Ó¡µØ°²×ù,IND,21h4m2s,21.06722222,-49h6m51s,-49.11416667,12.8,13.8,1,13.4,1.3,0.6,73,"extremely faint, round, a little brighter middle, 11th magnitude star to east","eF, R, lbM, * 11 f"
NGC7005,,,*,,Star(s),*Grp,±¦Æ¿×ù,AQR,21h1m56s,21.03222222,-12h52m39s,-12.8775,,,,,1.8,,,"a cluster, small, poor (nebulous?)","Cl, S, P (? Neb)"
NGC7006,,,*,,GCL,I,º£ëà×ù,DEL,21h1m29.5s,21.02486111,+16h11m17s,16.18805556,10.6,,,,3.6,,,"bright, pretty large, round, gradually brighter middle","B, pL, R, gbM"
NGC7007,,,*,,Gxy,E-S0,Ó¡µØ°²×ù,IND,21h5m27.8s,21.09105556,-52h33m7s,-52.55194444,12,12.9,0.9,12.7,2,1.2,2,"pretty bright, small, round, pretty suddenly brighter middle, among stars","pB, S, R, psbM, am st"
NGC7008,,,*,Ì¥¶ùÐÇÔÆ,PN,PN,Ìì¶ì×ù,CYG,21h0m32.8s,21.00911111,+54h32m38s,54.54388889,10.7,13.3,,,1.43,,,"considerably bright, large, extended 45¡ã¡À, mottled but not resolved, double star attached","cB, L, E 45¡ã ¡À, r, ** att"
NGC7009,,,*,ÍÁÐÇ×´ÐÇÔÆ,PN,PN,±¦Æ¿×ù,AQR,21h4m10.8s,21.06966667,-11h21m47s,-11.36305556,8,8.3,,,0.58,,,"a magnificent or otherwise interesting object, a planetary nebula, very bright, small, elliptic","!!!, planetary, vB, S, elliptic"
NGC7010,,,*,,Gxy,E5,±¦Æ¿×ù,AQR,21h4m39.4s,21.07761111,-12h20m16s,-12.33777778,13,14,1,13.8,1.9,1,36,"extremely faint, pretty large, round, mottled but not resolved","eF, pL, R, r"
NGC7011,,,*,,Star(s),*Grp,Ìì¶ì×ù,CYG,21h1m50s,21.03055556,+47h21m17s,47.35472222,,,,,3.8,,,"a cluster, no description","Cl, no description"
NGC7012,,,*,,Gxy,E5,ÏÔÎ¢¾µ×ù,MIC,21h6m45.5s,21.11263889,-44h48m52s,-44.81444444,12.6,13.6,1,13.8,2.4,1.3,115,"faint, pretty large, extended, very gradually a very little brighter middle, star to west","F, pL, E, vgvlbM, * p"
NGC7013,,,*,,Gxy,S0-a,Ìì¶ì×ù,CYG,21h3m33.6s,21.05933333,+29h53m49s,29.89694444,11.3,12.4,1.1,13.1,4,1.4,157,"pretty bright, considerably small, round, pretty suddenly brighter middle, pretty bright star to northwest","pB, cS, R, psbM, pB * np"
NGC7014,,,*,,Gxy,E2,Ó¡µØ°²×ù,IND,21h7m52s,21.13111111,-47h10m43s,-47.17861111,12.4,13.4,1,13.4,1.7,1.4,130,"pretty faint, small, round, brighter middle, 2 stars of 12th magnitude to north","pF, S, R, bM, 2 st 12 n"
NGC7015,,,*,,Gxy,Sbc,Ð¡Âí×ù,EQU,21h5m37.3s,21.09369444,+11h24m49s,11.41361111,12.5,13.3,0.8,13.6,1.8,1.6,165,"very faint, pretty small, gradually a little brighter middle","vF, pS, glbM"
NGC7016,,,*,,Gxy,E0,Ä¦ôÉ×ù,CAP,21h7m16.2s,21.12116667,-25h28m7s,-25.46861111,13.7,14.7,1,13.3,0.8,0.8,,"very faint, extremely small, round, brighter middle and nucleus, 1st of 3","vF, eS, R, bMN, 1st of 3"
NGC7017,,,*,,Gxy,S0,Ä¦ôÉ×ù,CAP,21h7m20.5s,21.12236111,-25h29m15s,-25.4875,13.8,14.8,1,12.5,0.6,0.5,90,"extremely faint, very small, round, brighter middle and nucleus, 2nd of 3","eF, vS, R, bMN, 2nd of 3"
NGC7018,,,*,,Gxy,E4,Ä¦ôÉ×ù,CAP,21h7m25.4s,21.12372222,-25h25m45s,-25.42916667,13.4,14.4,1,13.7,1.3,0.8,86,"very faint, very small, very little extended, gradually a little brighter middle, 3rd of 3","vF, vS, vlE, glbM, 3rd of 3"
NGC7019,,,*,,Gxy,SBb,Ä¦ôÉ×ù,CAP,21h6m25.8s,21.10716667,-24h24m46s,-24.41277778,14.2,15,0.8,12.1,0.6,0.3,137,"very faint, very small, round, suddenly brighter middle and nucleus","vF, vS, R, sbMN"
NGC7020,,,*,,Dup,SB0,¿×È¸×ù,PAV,21h11m19.9s,21.18886111,-64h1m31s,-64.02527778,11.8,12.8,1,13.8,3.5,1.6,165,"pretty bright, considerably small, a little extended, pretty gradually brighter middle","pB, cS, lE, pgbM"
NGC7021,,,*,,Gxy,SB0,¿×È¸×ù,PAV,21h11m19.9s,21.18886111,-64h1m31s,-64.02527778,11.8,12.8,1,13.8,3.5,1.6,165,"pretty bright, considerably small, a little extended, pretty gradually brighter middle","pF, cS, R, psbM, * 7¡¤8 p"
NGC7022,,,*,,Gxy,SB0,Ó¡µØ°²×ù,IND,21h9m35.1s,21.15975,-49h18m13s,-49.30361111,13,14,1,13.4,1.5,1.1,16,"most extremely faint, small, round, bright triple star to southeast","eeF, S, R, B *** sf"
NGC7023,,,*,ð°Î²»¨ÐÇÔÆ,Nb,EN+OCL,ÏÉÍõ×ù,CEP,21h1m35.5s,21.02652778,+68h10m10s,68.16944444,,7.1,,,10,8,,"a 7th magnitude star in an extremely faint, extremely large nebulosity","* 7 in eF, eL neby"
NGC7024,,,*,,Star(s),*Grp,Ìì¶ì×ù,CYG,21h6m4.8s,21.10133333,+41h29m47s,41.49638889,,,,,10,,,"a cluster, poor, a little compressed, stars from 10th magnitude","Cl, P, lC, st 10¡­"
NGC7025,,,*,,Gxy,Sa,º£ëà×ù,DEL,21h7m47.4s,21.12983333,+16h20m9s,16.33583333,12.8,13.7,0.9,13.6,1.9,1.2,33,"very faint, very small, round, stellar","vF, vS, R, stell"
NGC7026,,,*,ÈéÀÒºº±¤ÐÇÔÆ,PN,PN,Ìì¶ì×ù,CYG,21h6m18.6s,21.10516667,+47h51m10s,47.85277778,10.9,12.7,,,0.75,,,"pretty bright, binuclear, planetary nebula","pB, biN, planetary"
NGC7027,,,*,·ÛÕíÐÇÔÆ,PN,PN,Ìì¶ì×ù,CYG,21h7m1.7s,21.11713889,+42h14m12s,42.23666667,8.5,10.4,,,0.3,0.2,,"a planetary nebula, stellar = 8.5 magnitude","planetary, stellar = 8.5 m"
NGC7028,,,*,,NF,NF,º£ëà×ù,DEL,21h8m15s,21.1375,+18h28m48s,18.48,,,,,,,,"very faint, small, very little extended","vF, S, vlE"
NGC7029,,,*,,Gxy,E6,Ó¡µØ°²×ù,IND,21h11m51.7s,21.19769444,-49h17m1s,-49.28361111,11.5,12.4,0.9,12.9,2.5,1.4,71,"bright, considerably small, round, pretty gradually much brighter middle","B, cS, R, pgmbM"
NGC7030,,,*,,Gxy,SBab,Ä¦ôÉ×ù,CAP,21h11m13.3s,21.18702778,-20h29m12s,-20.48666667,13.7,14.5,0.8,13,0.9,0.7,70,"very faint, very small, irregularly round, brighter middle and nucleus","vF, vS, iR, bMN"
NGC7031,,,*,,OCL,IV1p,Ìì¶ì×ù,CYG,21h6m52s,21.11444444,+50h50m36s,50.84333333,9.1,,,,15,,,"a cluster of triple stars, a little compressed","Cl of triple st, lC"
NGC7032,,,*,,Gxy,Sc,¿×È¸×ù,PAV,21h15m22.9s,21.25636111,-68h17m15s,-68.2875,13.1,13.8,0.7,13,1.1,1,85,"very faint, considerably small, round, gradually a little brighter middle","vF, cS, R, glbM"
NGC7033,,,*,,Gxy,E-S0,·ÉÂí×ù,PEG,21h9m36.2s,21.16005556,+15h7m31s,15.12527778,14.2,15.2,1,13.3,0.8,0.5,23,"very faint, small, round","vF, S, R"
NGC7034,,,*,,Gxy,E3,·ÉÂí×ù,PEG,21h9m38.1s,21.16058333,+15h9m4s,15.15111111,13.8,14.8,1,13.3,1,0.7,125,"very faint, very small, round","vF, vS, R"
NGC7035,A,,*,,Gxy,SB0,Ä¦ôÉ×ù,CAP,21h10m45.5s,21.17930556,-23h8m7s,-23.13527778,14.2,15.2,1,13.7,1,0.7,105,"extremely faint, small, irregularly round","eF, S, iR"
NGC7036,,,*,,Star(s),*3,·ÉÂí×ù,PEG,21h10m12s,21.17,+15h22m36s,15.37666667,,,,,,,,"a cluster, a little compressed","Cl, lC"
NGC7037,,,*,,Star(s),*Grp,Ìì¶ì×ù,CYG,21h10m48s,21.18,+33h44m48s,33.74666667,,,,,,,,"a cluster, pretty rich, irregular figure, stars from 11th to 15th magnitude","Cl, pRi, iF, st 11¡­15"
NGC7038,,,*,,Gxy,SBc,Ó¡µØ°²×ù,IND,21h15m7.5s,21.25208333,-47h13m13s,-47.22027778,11.6,12.3,0.7,13.3,3.1,1.4,127,"pretty bright, pretty large, a little extended, gradually brighter middle","pB, pL, lE, gbM"
NGC7039,,,*,,OCL,III2p,Ìì¶ì×ù,CYG,21h11m12s,21.18666667,+45h39m0s,45.65,7.6,,,,15,,,"a cluster, very large, pretty rich, extended, stars from 10th magnitude","Cl, vL, pRi, E, st 10¡­"
NGC7040,,,*,,Gxy,S?,Ð¡Âí×ù,EQU,21h13m16.5s,21.22125,+8h51m54s,8.865,14,14.9,0.9,13.5,0.9,0.8,150,"extremely faint, very large, much extended north-south (A. N. 2479)","eF, vL, mE ns (A.N. 2479)"
NGC7041,,,*,,Gxy,E-S0,Ó¡µØ°²×ù,IND,21h16m32.1s,21.27558333,-48h21m47s,-48.36305556,11.2,12.1,0.9,12.9,3.6,1.5,85,"bright, considerably small, considerably extended, pretty suddenly much brighter middle, 10th magnitude star to east","B, cS, cE, psmbM, * 10 f"
NGC7042,,,*,,Gxy,Sb,·ÉÂí×ù,PEG,21h13m45.7s,21.22936111,+13h34m30s,13.575,12,12.8,0.8,13.2,2,1.8,140,"very faint, small, round","vF, S, R"
NGC7043,,,*,,Gxy,SBa,·ÉÂí×ù,PEG,21h14m4.2s,21.2345,+13h37m35s,13.62638889,13.7,14.6,0.9,13.8,1.3,1,135,"very faint, small, round","vF, S, R"
NGC7044,,,*,,OCL,II2r,Ìì¶ì×ù,CYG,21h13m9.4s,21.21927778,+42h29m46s,42.49611111,12,,,,7,,,"a cluster, very faint, pretty large, very rich, very compressed, stars from 15th to 18th magnitude","Cl, vF, pL, vRi, vC, st 15¡­18"
NGC7045,,,*,,Star(s),*2,Ð¡Âí×ù,EQU,21h14m50.3s,21.24730556,+4h30m28s,4.507777778,,,,,,,,extremely faint,eF
NGC7046,,,*,,Gxy,SBc,Ð¡Âí×ù,EQU,21h14m56s,21.24888889,+2h50m4s,2.834444444,13.1,13.8,0.7,13.9,1.9,1.4,115,"extremely faint, pretty large, round, a little brighter middle","eF, pL, R, lbM"
NGC7047,,,*,,Gxy,SBb,±¦Æ¿×ù,AQR,21h16m27.4s,21.27427778,-0h49m35s,-0.826388889,13.4,14.2,0.8,13.1,1.2,0.7,107,"extremely faint, very small, binuclear east-west","eF, vS, biN pf"
NGC7048,,,*,¶ãÃ¨Ã¨ÐÇÔÆ,PN,PN,Ìì¶ì×ù,CYG,21h14m15.2s,21.23755556,+46h17m21s,46.28916667,12.1,11.3,,,1.02,,,"pretty faint, pretty large, diffuse, irregularly round, a very little brighter middle","pF, pL, dif, iR, vlbM"
NGC7049,,,*,,Gxy,S0,Ó¡µØ°²×ù,IND,21h19m0.2s,21.31672222,-48h33m41s,-48.56138889,10.6,11.7,1.1,13.2,4.5,3,57,"very bright, pretty small, extended, much brighter middle","vB, pS, E, mbM"
NGC7050,,,*,,Star(s),*Grp,Ìì¶ì×ù,CYG,21h15m16.8s,21.25466667,+36h10m18s,36.17166667,,,,,,,,"a cluster, no description","Cl, no description"
NGC7051,,,*,,Gxy,Sa,±¦Æ¿×ù,AQR,21h19m51.3s,21.33091667,-8h46m57s,-8.7825,13,13.9,0.9,13.3,1.4,1.1,162,"very faint, round, gradually brighter middle, double star near","vF, R, gbM, ** nr"
NGC7052,,,*,,Gxy,E5,ºüÀê×ù,VUL,21h18m33s,21.30916667,+26h26m50s,26.44722222,12.6,13.6,1,13.6,2.1,1.1,64,"faint, small, very little extended, mottled but not resolved","F, S, vlE, r"
